gene.ids,SRX003935,SRX003921,SRX003924,SRX003923,SRX003925,SRX003932,SRX003920,SRX003922,SRX001291,SRX001364,SRX001365,SRX001366,SRX001367,SRX001368,SRX003931,SRX003929,SRX003928,SRX003934,SRX003926,SRX003927,SRX003930,SRX003933
ENSG00000165912,1190,1245,1663,1274,2250,829,195,363,121,126,418,418,602,398,1345,1314,437,308,87,243,7329,808
ENSG00000165914,118,107,221,295,99,705,604,393,419,405,1443,1011,1583,1596,514,227,148,211,457,92,422,254
ENSG00000165915,195,477,642,276,314,604,77,326,197,190,868,585,803,726,647,174,76,594,86,73,130,1254
ENSG00000165916,719,540,1207,776,1247,844,347,416,299,330,990,766,648,621,1089,468,542,429,270,420,1219,1303
ENSG00000165929,208,71,0,149,139,113,17,61,0,0,1,4,0,0,151,45,12,293,7,30,29,134
ENSG00000165934,387,209,318,265,420,214,195,67,42,26,94,108,103,125,118,123,155,248,83,218,313,460
ENSG00000165943,411,169,451,457,345,298,1706,130,764,593,1883,1785,1903,1909,341,563,98,294,1192,178,265,397
ENSG00000165948,44,56,86,96,147,130,68,137,55,64,206,168,214,203,116,35,47,111,56,56,41,1467
ENSG00000165949,1,18,1,1912,7,2586,253,805,93,69,173,125,146,250,1346,647,237,1052,97,13,258,2477
ENSG00000165959,455,380,936,329,567,428,690,546,106,68,225,184,255,286,259,95,756,434,230,69,47,1056
ENSG00000165985,7,20,10,6,1,3,462,16,26,29,113,138,145,118,9,14,6,5,169,5,3,1
ENSG00000165997,149,127,93,141,47,82,103,31,27,16,63,76,90,87,71,50,159,102,83,112,37,143
ENSG00000166002,11,12,21,14,39,47,19,32,1,3,19,15,13,14,112,118,219,174,7,33,34,254
ENSG00000166004,117,88,284,76,278,26,48,44,49,38,109,114,124,173,32,43,21,66,74,101,25,143
ENSG00000166012,259,405,356,335,245,139,49,82,24,25,116,100,131,176,172,48,53,163,48,125,201,129
ENSG00000166025,307,944,877,115,14,400,36,152,9,15,34,39,49,38,220,50,54,118,9,35,1008,312
ENSG00000166033,11,2450,105,21,15,1592,1554,1593,190,259,761,718,656,816,1384,283,2112,1167,645,212,175,1583
ENSG00000166037,109,127,189,101,216,112,66,58,64,57,188,170,145,197,168,65,173,144,89,190,44,289
ENSG00000166046,20,112,21,65,19,156,84,117,21,21,53,61,61,63,70,195,12,125,35,15,121,101
ENSG00000166068,26,62,251,16,16,152,394,90,38,39,76,125,102,131,116,88,33,136,147,81,30,130
ENSG00000166073,4,173,247,74,131,292,201,84,192,144,567,503,573,524,164,28,7,241,175,58,23,247
ENSG00000166086,7,80,264,2,11,883,1369,239,118,91,307,336,377,304,1633,309,41,872,434,296,172,2065
ENSG00000166091,0,0,1,0,0,14,438,9,24,14,117,85,136,121,105,14,0,27,92,0,3,30
ENSG00000166106,3,66,19,0,165,1324,2,427,1,0,3,0,4,2,125,58,12,116,3,8,14,98
ENSG00000166111,0,0,1,0,0,2,1131,0,558,420,1852,1506,1511,1492,17,50,0,2,488,1,1,27
ENSG00000166123,302,695,666,623,442,1115,568,745,143,121,364,377,486,526,309,143,1040,211,245,431,809,952
ENSG00000166126,1,2,5,9,0,18,1,6,1,2,7,12,11,7,938,0,66,50,0,10,0,57
ENSG00000166128,17,59,199,28,28,195,46,59,7,4,21,17,38,28,174,26,8,171,16,26,19,189
ENSG00000166133,169,173,198,107,196,92,65,96,50,42,110,123,106,132,129,55,90,107,34,59,123,306
ENSG00000166135,74,64,117,67,146,50,76,31,33,18,62,53,53,76,72,67,21,57,22,39,174,237
ENSG00000166136,29,39,35,22,61,71,61,41,44,40,134,99,142,190,158,57,75,80,41,42,20,119
ENSG00000166140,72,64,70,80,103,35,21,35,23,17,98,84,95,110,39,23,26,99,15,23,25,98
ENSG00000166145,1442,3997,0,1954,4196,47,4,391,72,70,169,246,275,217,701,4,29,281,21,87,1,528
ENSG00000166147,21,62,501,17,0,3260,86,3060,18,10,41,50,51,53,1768,1137,130,1699,62,832,443,2961
ENSG00000166165,37,4281,210,489,542,1875,14013,1221,6836,5723,19617,17332,21425,18610,18168,2889,90,936,4894,750,378,8692
ENSG00000166166,112,56,75,54,72,63,12,41,16,14,61,63,78,74,116,9,25,40,7,12,22,126
ENSG00000166170,476,334,382,390,379,534,556,297,194,162,540,443,351,523,289,197,194,408,313,196,240,1528
ENSG00000166173,7,27,177,16,11,94,41,99,6,10,58,26,88,77,99,40,6,32,23,5,13,71
ENSG00000166181,135,127,100,41,102,69,39,22,12,14,56,56,69,46,54,26,15,60,24,29,29,49
ENSG00000166188,141,240,358,91,66,282,141,167,76,72,240,205,287,287,343,89,77,329,72,51,112,519
ENSG00000166189,209,423,359,192,423,279,107,185,40,34,155,117,115,146,130,77,83,235,40,59,140,273
ENSG00000166200,168,260,255,145,177,250,306,130,60,54,170,147,128,165,392,303,164,239,192,196,565,398
ENSG00000166206,32,0,0,0,3,2,388,0,62,50,142,173,193,220,16,9,5,4,154,22,0,106
ENSG00000166225,150,150,43,174,308,143,288,77,49,41,132,126,182,208,83,90,78,112,154,70,85,183
ENSG00000166226,1225,851,1598,1326,1607,414,494,265,398,347,975,955,825,1142,809,276,389,677,319,921,429,2826
ENSG00000166228,111,66,122,157,86,174,34,69,43,37,130,123,110,170,434,120,562,114,29,58,88,174
ENSG00000166233,497,355,405,479,267,477,472,235,163,158,433,385,372,410,362,360,206,421,259,308,760,888
ENSG00000166246,14,2,34,23,34,2,7,12,5,4,31,26,32,18,14,5,4,8,3,3,1,2218
ENSG00000166250,0,322,153,48,7,337,15,679,35,19,97,62,93,95,503,32,2,143,35,97,31,181
ENSG00000166257,0,7,0,0,0,77,1588,15,45,60,120,131,159,221,62,12,2,79,673,2,91,92
ENSG00000166260,1232,148,179,312,220,151,115,73,76,59,273,245,288,240,189,118,86,118,86,90,128,249
ENSG00000166261,96,94,197,85,194,54,38,39,38,49,117,156,157,179,108,44,26,185,43,75,82,288
ENSG00000166265,0,30,0,0,0,650,19,148,3,0,11,9,7,4,377,66,8,286,6,4,86,209
ENSG00000166266,82,88,113,48,140,67,253,88,77,36,137,127,95,140,49,154,103,75,122,98,538,136
ENSG00000166272,217,428,257,434,718,1342,219,1000,75,63,250,224,243,252,857,223,485,991,111,87,1158,855
ENSG00000166289,92,85,359,33,109,174,64,314,10,11,26,33,52,45,264,110,120,347,25,21,961,408
ENSG00000166292,0,1,0,0,0,441,21,90,0,3,4,3,0,1,315,143,57,121,9,22,100,174
ENSG00000166295,112,162,100,152,88,239,39,169,58,21,94,108,150,117,282,242,139,431,31,77,185,251
ENSG00000166311,278,182,2134,93,176,972,458,478,202,190,908,719,830,760,611,399,1315,788,158,142,486,859
ENSG00000166313,39,58,917,2,51,710,2033,243,1183,985,3680,3356,4591,3081,801,398,39,862,913,37,416,964
ENSG00000166317,33,6,0,0,1,2,0,50,2,0,2,5,5,5,1,1173,0,12,1,1,1336,64
ENSG00000166326,935,709,1735,860,1170,998,1206,680,561,462,1635,1654,1673,1713,841,454,306,857,682,453,371,875
ENSG00000166333,705,683,1779,477,720,1463,373,948,308,246,897,822,898,832,4308,805,263,1705,236,355,683,2393
ENSG00000166337,1028,849,1852,474,510,1113,257,641,118,125,313,314,389,386,961,259,562,860,157,267,563,2522
ENSG00000166340,36,52,166,31,40,152,35,71,6,9,12,17,23,12,116,17,23,109,10,11,31,45
ENSG00000166341,27,9,89,3,0,1967,197,737,66,83,398,308,458,302,2806,216,105,1505,95,92,60,1454
ENSG00000166347,337,99,105,192,713,454,56,588,79,61,250,282,253,240,546,158,3277,363,52,66,43,329
ENSG00000166377,93,66,38,50,91,100,86,89,39,31,113,129,145,121,72,31,41,95,43,23,114,217
ENSG00000166387,504,232,326,74,57,239,196,205,35,51,112,150,180,198,281,71,403,311,70,56,226,966
ENSG00000166398,166,268,229,261,119,1830,224,446,149,153,551,548,771,637,635,229,136,762,155,105,266,829
ENSG00000166402,160,11,49,4,59,143,790,75,406,324,1328,936,1224,1322,179,302,8,123,458,147,16,512
ENSG00000166411,69,49,109,29,38,52,31,19,14,7,31,57,117,65,39,150,15,52,17,7,75,43
ENSG00000166435,69,38,31,43,61,27,12,64,14,11,29,47,35,27,57,20,14,63,13,23,29,584
ENSG00000166436,118,106,100,256,137,44,46,56,57,73,162,176,341,203,16,22,28,62,38,51,18,327
ENSG00000166439,358,148,297,263,224,185,148,109,46,55,123,139,113,128,168,67,42,280,68,103,347,251
ENSG00000166441,306,432,515,148,217,620,217,198,181,204,672,528,292,323,828,136,300,647,180,340,286,668
ENSG00000166444,98,629,1598,25,53,566,252,352,201,161,545,542,722,648,2132,290,212,614,168,124,187,3429
ENSG00000166446,217,11,0,228,84,95,85,37,61,69,226,254,340,223,20,12,23,67,91,22,4,324
ENSG00000166452,242,245,473,106,252,134,45,81,36,21,128,111,144,124,131,74,27,105,29,35,87,246
ENSG00000166454,165,127,101,251,147,254,373,129,132,88,248,281,264,324,116,100,138,146,201,121,143,417
ENSG00000166471,199,233,159,105,159,81,122,54,22,22,109,101,131,103,39,34,115,81,45,61,24,138
ENSG00000166477,203,183,249,286,216,30,132,50,86,72,228,211,175,290,70,58,163,100,116,189,34,164
ENSG00000166482,4,5,5,2,3,888,43,1589,28,26,100,43,50,39,7173,616,137,3192,40,265,318,5391
ENSG00000166483,188,113,104,69,77,53,6,30,4,6,12,11,6,26,60,136,19,67,6,135,45,152
ENSG00000166503,290,281,88,467,104,521,599,96,165,115,341,399,441,538,672,211,9,399,358,180,56,787
ENSG00000166532,294,175,188,138,48,194,43,157,121,80,281,315,427,292,82,34,4,97,60,31,35,311
ENSG00000166535,8,4460,1,4,2,2,19,3,5,3,7,5,7,11,0,0,0,2,6,0,1,29
ENSG00000166548,169,178,430,75,167,989,331,1255,195,199,593,531,541,563,293,115,417,272,179,107,117,905
ENSG00000166557,199,343,379,295,331,64,38,46,25,27,106,68,112,90,101,28,19,141,34,86,6,213
ENSG00000166562,137,79,73,86,127,125,477,75,98,96,407,292,272,411,204,73,969,719,261,232,44,392
ENSG00000166579,126,193,139,90,77,189,161,76,81,59,267,271,269,294,126,63,25,150,98,62,90,152
ENSG00000166592,2,12,4,2,2,232,14,198,64,57,200,169,176,134,447,588,2,663,6,1,5743,821
ENSG00000166595,531,759,1350,667,387,645,327,463,292,284,879,899,1043,1067,1119,461,598,929,194,263,1770,1916
ENSG00000166598,1028,1508,2712,1907,2398,1251,608,882,301,181,479,681,585,636,2125,646,4091,3218,529,1550,314,1848
ENSG00000166619,24,351,153,46,117,109,43,187,28,52,246,159,216,227,94,31,17,61,39,7,241,144
ENSG00000166681,461,637,1201,897,436,300,3116,399,1128,779,2664,2142,1907,2214,821,508,259,428,1678,719,57,2742
ENSG00000166685,199,197,553,432,449,471,366,242,239,200,837,789,872,901,297,181,100,226,178,144,474,792
ENSG00000166689,143,147,4,152,87,120,34,87,6,10,35,20,33,42,61,35,79,87,18,25,10,140
ENSG00000166710,230,1324,2166,974,752,5577,727,2471,179,191,537,412,430,468,3581,2526,2878,12963,553,1534,1115,3036
ENSG00000166716,471,493,720,895,525,1075,360,685,204,188,511,540,847,671,625,259,231,1308,156,237,1632,1865
ENSG00000166734,141,105,115,103,210,286,177,120,47,28,160,116,141,99,167,66,72,225,94,40,81,243
ENSG00000166741,0,389,311,0,0,6447,20,574,0,2,6,0,6,2,3364,417,21363,4231,8,285,1854,1016
ENSG00000166750,642,687,329,111,330,460,73,207,2,3,11,14,7,12,191,71,44,259,19,108,950,114
ENSG00000166770,0,6,0,0,80,40,58,29,47,32,118,148,197,174,106,40,6,63,45,9,11,139
ENSG00000166780,10,153,17,276,8,1003,2606,426,868,673,2907,2303,2604,2368,2117,474,91,830,1198,166,1748,2732
ENSG00000166783,356,496,404,477,239,669,896,391,398,284,1205,990,1262,1337,1067,314,205,1026,678,241,718,1240
ENSG00000166788,111,100,837,85,79,39,30,38,22,16,61,58,68,60,33,19,29,47,27,107,35,164
ENSG00000166793,1,16,24,2,30,24,356,22,602,458,1587,1666,1948,1542,73,6,3,62,372,32,9,34
ENSG00000166794,254,478,1111,621,579,723,90,320,31,22,125,121,138,109,751,96,767,783,82,498,63,715
ENSG00000166796,9,0,2,0,0,0,5,1,0,0,2,0,1,0,0,0,0,1,2,1,0,1654
ENSG00000166797,178,133,642,137,168,49,5,23,6,5,13,14,26,17,34,59,139,141,11,67,15,35
ENSG00000166801,331,174,642,180,569,60,21,58,8,21,28,26,17,34,54,59,39,220,17,205,19,90
ENSG00000166803,140,50,213,117,292,2,2,5,0,1,1,0,2,0,10,4,4,21,1,285,0,12
ENSG00000166816,63,9,17,291,744,185,109,323,42,25,135,100,187,148,136,565,778,42,52,15,291,89
ENSG00000166819,15,6,10,10,5,27791,32,30094,5,3,11,5,9,11,235,134,75,438,16,1,56,173
ENSG00000166821,71,79,102,314,88,246,64,174,38,19,73,79,60,77,85,92,253,46,43,68,88,164
ENSG00000166822,80,65,72,166,59,120,170,71,56,44,108,108,132,151,130,44,41,243,70,82,52,322
ENSG00000166825,1,199,1,9,1,2595,13,1104,3,3,14,12,24,20,617,85,3989,668,14,343,34,354
ENSG00000166828,5,633,0,11,7,51,0,8,98,91,290,267,212,304,26,1,0,8,42,0,0,7
ENSG00000166831,11,2,10,35,91,527,30,453,5,7,16,14,18,26,3684,1371,94,191,10,52,92,581
ENSG00000166833,19,1409,1076,42,4,471,169,331,113,120,433,463,769,719,434,218,169,155,100,128,44,259
ENSG00000166847,356,422,779,501,419,319,226,183,87,87,249,214,242,254,323,106,104,352,104,235,103,487
ENSG00000166848,354,290,374,686,416,549,1752,322,1092,747,3060,2688,2158,2396,641,344,194,828,1222,236,333,1112
ENSG00000166855,354,342,392,380,208,316,333,171,83,67,297,221,240,298,219,289,511,204,149,222,534,586
ENSG00000166860,204,134,115,179,148,155,91,78,44,28,123,129,195,144,120,49,98,247,45,164,44,628
ENSG00000166881,323,126,254,312,529,51,37,61,45,23,83,71,83,108,91,27,23,201,44,321,29,165
ENSG00000166886,409,1001,370,1860,695,508,286,270,523,655,2357,2375,2421,2959,1055,119,140,1110,224,192,240,1498
ENSG00000166887,506,676,556,505,560,837,652,547,375,370,1364,1039,1094,1104,720,465,183,700,380,285,501,1430
ENSG00000166888,31,2714,1862,198,1259,4148,323,1794,35,48,139,111,148,112,4211,464,958,5490,157,489,342,2780
ENSG00000166889,387,171,387,143,339,237,118,85,62,49,116,133,145,174,141,118,172,226,73,176,536,229
ENSG00000166897,313,254,34,33,1,18,1018,4,22,29,78,166,176,112,18,1,0,35,344,55,2,402
ENSG00000166900,905,124,594,290,423,172,46,36,99,85,265,264,268,302,87,49,24,203,64,147,50,292
ENSG00000166902,973,250,802,299,581,302,171,198,82,75,269,224,277,297,364,441,370,387,96,271,194,668
ENSG00000166908,91,180,98,98,225,77,91,30,22,14,79,68,90,70,42,20,15,78,30,23,33,143
ENSG00000166912,47,25,51,27,11,84,249,70,16,9,46,52,54,38,37,82,40,42,75,24,270,81
ENSG00000166920,0,96,0,9,4,2,0,9,0,0,0,0,0,0,591,0,0,3,0,3,3,478
ENSG00000166923,0,4,0,0,0,508,100,19,14,10,64,52,66,37,2316,7,32,714,101,6,8,78
ENSG00000166938,63,35,113,35,34,62,45,50,27,18,59,54,60,66,17,49,25,36,25,17,72,68
ENSG00000166946,38,126,104,88,82,165,69,86,72,60,236,202,196,246,88,79,38,201,60,45,100,129
ENSG00000166949,102,645,591,595,62,1227,211,369,11,11,57,30,79,64,637,109,92,741,42,186,457,372
ENSG00000166963,11,15,273,16,356,1607,20866,967,4669,3834,12784,11000,15722,13914,2592,1052,14,877,6879,199,295,3422
ENSG00000166965,150,171,1201,521,506,55,65,123,113,122,489,461,586,498,228,62,52,234,57,325,32,370
ENSG00000166974,32,102,404,12,21,436,2699,269,628,481,1727,1571,1618,1943,796,1064,196,699,858,259,379,673
ENSG00000166986,317,378,288,384,373,152,48,41,42,34,148,129,230,199,106,36,27,210,31,87,198,285
ENSG00000167005,740,664,1810,737,624,552,547,192,125,113,408,433,517,394,486,258,174,539,303,521,364,1321
ENSG00000167074,16,19,19,27,13,61,109,91,58,46,233,199,252,169,79,22,20,19,54,6,31,124
ENSG00000167088,201,116,198,95,109,81,127,27,34,34,140,100,69,105,145,46,95,95,53,198,58,232
ENSG00000167114,542,341,404,304,279,355,262,212,109,90,322,282,400,373,315,86,299,294,85,76,197,1033
ENSG00000167118,173,73,294,77,100,94,48,49,27,19,92,49,64,67,107,43,41,77,21,35,39,132
ENSG00000167136,840,251,358,294,420,325,112,190,40,34,128,144,307,128,151,247,132,217,51,55,469,279
ENSG00000167173,232,250,292,185,179,950,46,308,2,7,18,17,27,19,409,43,32,492,7,134,97,2913
ENSG00000167182,172,164,229,266,201,475,128,274,63,37,244,222,401,284,315,119,49,359,46,47,225,435
ENSG00000167183,547,200,0,313,287,2,1,24,1,1,2,1,2,1,412,0,10,8,0,21,0,54
ENSG00000167186,120,129,211,128,144,89,158,80,54,32,155,135,167,143,117,232,54,98,64,101,180,488
ENSG00000167191,46,6,442,20,7,3334,11437,726,1402,1280,6071,4440,5515,6449,1832,834,71,2273,2937,163,3017,3666
ENSG00000167193,586,831,1280,482,462,1091,358,664,139,134,457,439,464,598,850,284,306,587,159,168,356,719
ENSG00000167196,155,310,258,178,173,42,39,32,15,10,42,37,53,47,49,35,66,52,29,77,47,83
ENSG00000167220,223,118,162,108,155,122,397,94,255,191,532,522,563,588,157,155,194,173,261,83,68,286
ENSG00000167257,96,107,217,108,205,134,125,117,53,48,171,155,146,182,141,96,44,154,77,105,273,572
ENSG00000167258,3593,484,507,255,622,317,95,179,68,55,191,211,247,240,190,104,98,328,80,212,133,520
ENSG00000167264,112,112,50,99,119,58,38,38,29,13,81,72,67,67,29,20,61,107,24,51,37,322
ENSG00000167272,225,147,370,197,362,93,44,164,38,40,133,126,117,118,124,102,118,192,39,107,48,203
ENSG00000167280,110,102,149,61,155,82,31,58,17,18,55,55,82,84,84,37,27,357,23,41,46,74
ENSG00000167283,369,428,496,469,661,599,346,369,207,138,532,422,375,414,995,801,524,1012,270,390,523,956
ENSG00000167286,0,0,0,0,0,1,2,13,1,0,0,0,0,4,13,5,10,636,0,316,3,12
ENSG00000167291,196,140,2065,121,120,335,37,251,40,25,115,98,214,117,74,24,54,80,26,78,13,51
ENSG00000167302,210,296,322,301,315,229,50,150,121,107,437,373,503,391,251,47,98,934,52,70,133,603
ENSG00000167306,1126,832,9,657,379,36,38,52,5,0,11,7,8,4,53,9,138,36,12,35,2,324
ENSG00000167315,30,47,69,28,37,180,59,154,9,10,33,15,13,20,185,346,1231,70,30,79,73,136
ENSG00000167323,178,1326,765,231,266,1346,794,958,338,273,1054,831,1001,1194,1418,318,785,1618,354,231,2975,2185
ENSG00000167325,417,777,840,175,587,271,148,165,81,66,297,231,201,253,215,136,82,163,127,433,329,377
ENSG00000167333,93,113,201,25,73,172,182,93,111,81,262,212,278,270,211,87,106,233,80,51,113,347
ENSG00000167363,122,19,6,51,83,68,208,73,100,77,270,229,361,251,103,75,58,32,106,22,49,99
ENSG00000167371,34,22,82,151,171,14,2916,64,3746,2678,11547,9664,12980,10492,157,13,2,92,1706,61,11,178
ENSG00000167378,579,253,277,224,183,80,97,114,93,101,288,412,567,466,39,54,19,150,53,22,84,98
ENSG00000167383,0,119,65,81,20,30,50,24,32,20,92,107,73,83,33,48,5,13,20,22,11,72
ENSG00000167397,64,65,277,86,153,87,28,59,59,46,113,111,80,41,108,33,250,133,48,286,21,168
ENSG00000167434,0,0,0,71,0,2221,23,217,144,91,363,260,422,373,147,57,1,19,54,2,12,43
ENSG00000167447,1328,168,209,482,231,83,121,71,30,34,111,95,115,114,56,66,54,84,65,141,67,177
ENSG00000167460,76,363,386,290,5,1179,157,118,232,163,294,457,401,301,407,142,86,997,153,424,75,442
ENSG00000167461,104,162,247,209,187,212,63,102,30,27,93,95,82,111,106,32,126,200,32,87,31,298
ENSG00000167468,2137,1928,1696,2118,2238,12311,1098,8386,537,442,1446,1871,2518,1916,3337,1230,1375,4104,606,755,4488,10800
ENSG00000167470,1598,1379,1242,1272,663,3360,677,1846,156,116,515,569,845,643,2275,394,454,1956,189,380,1590,2021
ENSG00000167476,0,0,2,1,0,2,0,87,0,1,0,0,2,0,10,1,0,239,0,23,2012,74
ENSG00000167508,1279,1513,439,921,1184,691,241,413,246,279,1242,990,1520,1266,841,161,537,891,185,307,248,2181
ENSG00000167513,654,394,677,1344,1036,43,16,40,4,5,5,10,15,9,144,10,1,72,3,365,2,309
ENSG00000167515,147,212,248,415,406,201,86,177,72,66,237,180,180,133,174,72,86,153,66,90,87,611
ENSG00000167528,127,61,89,171,133,153,100,98,79,68,215,255,254,322,134,138,74,160,87,36,503,395
ENSG00000167535,781,334,399,616,535,371,807,155,523,386,1623,1421,1639,1598,1143,31,9,388,393,121,33,1265
ENSG00000167536,464,65,144,119,429,65,81,42,211,162,533,612,651,603,93,13,187,204,85,117,21,223
ENSG00000167543,93,93,119,120,151,292,23,193,3,6,29,16,29,29,554,46,39,383,4,29,86,624
ENSG00000167548,3735,2733,2291,3386,3702,3715,1223,1312,1118,998,3434,3473,5634,4529,1852,922,622,5545,791,902,2583,2356
ENSG00000167552,26,56,149,49,101,76,728,76,271,234,654,522,227,334,107,45,9,54,315,46,11,149
ENSG00000167553,262,280,464,264,543,113,34,72,7,5,17,13,8,11,135,41,231,119,14,489,56,259
ENSG00000167565,192,339,137,596,250,702,46,320,22,22,48,38,66,59,695,115,103,714,22,88,215,976
ENSG00000167578,175,151,288,162,145,376,516,211,169,143,596,455,714,618,267,61,138,526,213,52,114,570
ENSG00000167588,2,5,13,2,78,11626,223,18817,141,106,351,279,352,394,308,226,1687,360,72,20,2513,98
ENSG00000167601,7,552,2071,14,13,4872,425,1147,39,61,359,248,254,313,3971,206,168,1098,99,475,383,2492
ENSG00000167617,2,88,49,20,16,751,5,100,1,0,0,0,3,0,729,24,6,275,0,3,11,115
ENSG00000167619,9,2,18,2,15,7,222,2,1552,1221,3655,3871,6413,3745,15,1,0,10,399,44,17,90
ENSG00000167625,204,134,159,157,77,181,53,119,26,34,91,99,125,91,182,31,36,130,35,30,150,324
ENSG00000167635,784,273,205,413,191,170,260,71,92,96,243,232,197,273,180,187,132,254,164,307,257,226
ENSG00000167641,1,14,0,0,0,707,599,553,54,43,161,196,587,319,2164,138,38,575,166,23,115,1879
ENSG00000167642,6569,5919,1,6345,4401,149,492,518,209,161,638,702,909,683,1217,36,50,631,265,255,11,2605
ENSG00000167644,554,1364,2,374,306,94,1,27,1,1,2,3,6,10,316,21,2,13,2,52,13,85
ENSG00000167645,278,328,532,276,192,474,240,268,122,108,440,408,588,490,374,104,355,733,81,194,200,674
ENSG00000167646,35,24,51,79,112,1,1,1,2,0,2,0,1,23,4,17,2,6,1,38,2,3050
ENSG00000167654,0,1,4,0,0,0,668,0,125,101,493,391,583,478,26,0,0,2,201,1,0,6
ENSG00000167657,695,453,563,447,570,959,201,436,115,133,456,412,521,435,773,325,63,518,118,135,876,1061
ENSG00000167658,19287,78461,45489,40230,25843,89078,10225,36600,6319,5490,23084,20202,25539,23144,79583,14341,12065,47700,4984,10943,75360,51553
ENSG00000167670,586,327,1425,242,585,143,91,196,43,41,134,132,144,170,105,42,26,123,50,393,331,674
ENSG00000167671,870,1863,2965,1021,1037,4157,1134,2165,942,688,3101,2537,3117,2314,3709,905,980,2083,670,346,3433,8713
ENSG00000167674,440,536,906,437,430,725,204,275,171,152,601,589,733,676,812,109,62,406,102,132,1134,1308
ENSG00000167676,27,148,20,103,81,87786,76,131214,7,18,43,49,58,85,5955,2078,633,931,33,5,9954,891
ENSG00000167680,8,1,2217,90,30,876,568,203,250,202,694,674,962,739,499,86,30,437,201,71,43,186
ENSG00000167685,342,145,204,450,254,242,106,154,72,43,272,277,346,270,963,44,135,353,39,51,75,542
ENSG00000167693,12,2388,76,240,301,1151,136,448,60,56,207,223,311,261,3692,145,188,708,86,141,3371,1835
ENSG00000167695,20,257,264,87,30,86,12,29,15,24,56,72,107,83,64,10,11,58,13,51,3,151
ENSG00000167699,594,556,907,536,483,464,347,321,231,137,602,519,563,612,352,183,291,403,199,374,150,657
ENSG00000167700,403,302,807,272,513,112,110,172,73,62,269,267,316,290,102,72,132,125,66,67,90,192
ENSG00000167702,664,398,531,473,729,52,203,42,664,455,1962,2187,3222,2770,61,14,6,242,231,58,10,137
ENSG00000167703,183,350,116,171,205,464,88,287,55,61,206,172,257,195,204,10,16,153,37,25,321,149
ENSG00000167705,29,47,48,43,81,415,76,434,71,55,201,217,218,128,208,529,225,207,57,28,282,174
ENSG00000167720,20,41,49,49,65,39,74,34,36,21,83,58,72,99,40,29,13,14,40,29,34,77
ENSG00000167721,242,545,1916,344,372,249,159,169,94,82,277,261,246,215,218,168,116,176,106,360,957,474
ENSG00000167740,111,164,427,193,272,433,246,280,68,73,231,232,297,264,173,77,207,320,128,83,85,1234
ENSG00000167741,82,456,0,13,1103,5,0,66,1,0,1,1,1,0,229,0,11,0,0,2,0,123
ENSG00000167747,1093,599,604,1329,543,211,44,127,35,24,132,99,124,96,497,21,101,224,16,363,26,694
